case_number,unit_ref,unit_build_year,case_status,case_type,case_sub_type,case_create_date
Case376,Unit1750,1910,Resolved,MP/Councillor Enquiry,Direct Maintenance,30/05/2019 10:11
Case377,Unit3931,1926,Resolved,Home Ownership,Right To Buy,30/05/2019 10:21
Case378,Unit8455,1850,Resolved,ASB,,30/05/2019 10:21
Case379,Unit9878,2007,Resolved,Income,Account Enquiry,30/05/2019 10:31
Case380,Unit7917,1940,Resolved,Income,Account Enquiry,30/05/2019 10:43
Case381,Unit3031,2005,Resolved,Query,,30/05/2019 10:50
Case382,Unit9888,2014,Resolved,Rehousing,Permanent,30/05/2019 11:12
Case383,Unit2297,1976,Resolved,Query,,30/05/2019 11:22
Case384,Unit90,,Resolved,Complaints,,30/05/2019 11:29
Case385,Unit7051,2008,Resolved,Query,,30/05/2019 11:35
Case386,Unit5573,1890,Resolved,Query,,30/05/2019 11:44
Case387,Unit7477,1908,Resolved,Income,Payment Enquiry,30/05/2019 11:48
Case388,Unit5655,2014,Resolved,Query,,30/05/2019 11:56
Case389,Unit1555,2016,Resolved,Query,,30/05/2019 12:08
Case390,Unit8185,1967,Resolved,Query,,30/05/2019 12:16
Case391,Unit9984,1970,Active,Income,Account Enquiry,30/05/2019 12:24
Case392,Unit3303,1999,Resolved,Query,,30/05/2019 12:47
Case393,Unit7963,1960,Resolved,Query,,30/05/2019 12:50
Case394,Unit3303,1999,Resolved,Query,,30/05/2019 13:00
Case395,Unit5216,1910,Active,Rehousing,Permanent,30/05/2019 13:09
Case396,Unit2221,2006,Resolved,Rehousing,Emergency,30/05/2019 13:15
Case397,Unit8475,2012,Resolved,Income,Account Enquiry,30/05/2019 13:18
Case398,Unit123,1890,Resolved,Query,,30/05/2019 13:18
Case399,Unit4458,1990,Resolved,Rehousing,Permanent,30/05/2019 13:23
Case400,Unit5959,1880,Resolved,Income,Account Enquiry,30/05/2019 14:12
Case401,Unit9387,2005,Resolved,Query,,30/05/2019 14:39
Case402,Unit5019,2010,Resolved,Query,,30/05/2019 15:02
Case403,Unit7719,2018,Resolved,Income,Direct Debit Enquiry,30/05/2019 15:35
Case404,Unit4638,1993,Resolved,ASB,,30/05/2019 15:44
Case405,Unit8271,,Resolved,Home Ownership,Home Improvement,30/05/2019 15:50
Case406,Unit3673,1910,Resolved,MP/Councillor Enquiry,Housing Management,30/05/2019 16:15
Case407,Unit9926,1910,Resolved,Query,,30/05/2019 16:27
Case408,Unit6244,1976,Resolved,Query,,30/05/2019 16:39
Case409,Unit4242,1999,Resolved,Income,Account Enquiry,30/05/2019 17:02
Case410,Unit286,1900,Resolved,Query,,30/05/2019 18:25
Case411,Unit2740,1994,Resolved,No Access,Gas,31/05/2019 06:00
Case412,Unit5973,1960,Resolved,No Access,Gas,31/05/2019 06:01
Case413,Unit7517,1920,Resolved,No Access,Gas,31/05/2019 06:01
Case414,Unit9616,1910,Resolved,No Access,Gas,31/05/2019 06:01
Case415,Unit7970,1890,Resolved,No Access,Gas,31/05/2019 06:01
Case416,Unit8847,1976,Resolved,No Access,Gas,31/05/2019 06:01
Case417,Unit3822,1997,Resolved,No Access,Gas,31/05/2019 06:01
Case418,Unit9523,1989,Resolved,No Access,Gas,31/05/2019 06:01
Case419,Unit6438,1899,Resolved,No Access,Gas,31/05/2019 06:01
Case420,Unit8468,2017,Resolved,No Access,Gas,31/05/2019 06:01
Case421,Unit4336,1998,Resolved,No Access,Gas,31/05/2019 06:01
Case422,Unit2756,1977,Resolved,No Access,Gas,31/05/2019 06:01
Case423,Unit2192,1900,Resolved,No Access,Gas,31/05/2019 06:01
Case424,Unit8943,1900,Resolved,No Access,Gas,31/05/2019 06:01
Case425,Unit3304,1900,Resolved,No Access,Gas,31/05/2019 06:01
Case426,Unit5078,2013,Resolved,No Access,Gas,31/05/2019 06:01
Case427,Unit5143,2013,Resolved,No Access,Gas,31/05/2019 06:01
Case428,Unit8729,2013,Resolved,No Access,Gas,31/05/2019 06:01
Case429,Unit4383,1970,Resolved,No Access,Gas,31/05/2019 06:01
Case430,Unit49,1994,Resolved,No Access,Gas,31/05/2019 06:01
Case431,Unit3772,1900,Resolved,No Access,Gas,31/05/2019 06:01
Case432,Unit6644,2004,Resolved,Complaints,,31/05/2019 07:25
Case433,Unit1347,2004,Active,Home Ownership,Home Improvement,31/05/2019 07:30
Case434,Unit1684,1850,Resolved,Service Charges,Invoice/Breakdown Request,31/05/2019 08:13
Case435,Unit1828,,Resolved,Service Charges,Calculation/Apportionment Query,31/05/2019 08:18
Case436,Unit9922,1988,Resolved,Query,,31/05/2019 08:28
Case437,Unit1384,1910,Resolved,Query,,31/05/2019 08:31
Case438,Unit7766,2008,Resolved,Query,,31/05/2019 08:38
Case439,Unit5804,1869,Resolved,Home Ownership,Landlord Enquiry,31/05/2019 09:04
Case440,Unit3957,2012,Resolved,Direct Maintenance,Complex Repairs,31/05/2019 09:12
Case441,Unit5380,,Resolved,Complaints,,31/05/2019 09:19
Case442,Unit8331,1960,Resolved,Query,,31/05/2019 09:22
Case443,Unit2368,1998,Resolved,Tenancy Change,,31/05/2019 09:43
Case444,Unit1192,2008,Resolved,Home Ownership,Staircasing,31/05/2019 09:45
Case445,Unit7765,1900,Resolved,Rehousing,Emergency,31/05/2019 09:47
Case446,Unit1855,2015,Resolved,Query,,31/05/2019 09:56
Case447,Unit8455,1850,Resolved,Query,,31/05/2019 10:23
Case448,Unit4739,2006,Resolved,Rehousing,Permanent,31/05/2019 10:28
Case449,Unit233,1910,Resolved,Rehousing,Permanent,31/05/2019 10:33
Case450,Unit8362,2011,Resolved,Query,,31/05/2019 10:35
Case451,Unit591,1955,Resolved,Query,,31/05/2019 10:40
Case452,Unit8618,2008,Resolved,Income,Tenancy Enquiry,31/05/2019 10:48
Case453,Unit3630,1980,Resolved,Query,,31/05/2019 10:50
Case454,Unit6205,1997,Resolved,Query,,31/05/2019 11:00
Case455,Unit4522,1993,Resolved,Query,,31/05/2019 11:11
Case456,Unit2547,,Resolved,Income,Contact Details Enquiry,31/05/2019 11:15
Case457,Unit6252,2008,Resolved,Query,,31/05/2019 11:33
Case458,Unit9496,1965,Resolved,Complaints,,31/05/2019 11:49
Case459,Unit2725,2004,Resolved,Query,,31/05/2019 11:49
Case460,Unit655,2013,Resolved,Income,Account Enquiry,31/05/2019 12:10
Case461,Unit9897,2007,Resolved,Complaints,,31/05/2019 12:23
Case462,Unit257,1869,Resolved,Query,,31/05/2019 12:32
Case463,Unit3166,1950,Resolved,Query,,31/05/2019 12:36
Case464,Unit1275,1989,Resolved,Income,Tenancy Enquiry,31/05/2019 12:47
Case465,Unit392,1910,Resolved,Query,,31/05/2019 13:09
Case466,Unit6645,2007,Resolved,Complaints,,31/05/2019 13:24
Case467,Unit3833,2015,Resolved,Income,Direct Debit Enquiry,31/05/2019 13:40
Case468,Unit4749,2012,Resolved,Query,,31/05/2019 13:45
Case469,Unit4754,1995,Resolved,Income,Contact Details Enquiry,31/05/2019 14:01
Case470,Unit9604,1998,Resolved,Query,,31/05/2019 14:21
Case471,Unit8380,1998,Resolved,Query,,31/05/2019 14:44
Case472,Unit6264,,Resolved,Complaints,,31/05/2019 14:45
Case473,Unit0,1910,Resolved,Complaints,,31/05/2019 14:51
Case474,Unit3655,2018,Resolved,Tenancy Change,,31/05/2019 15:07
Case475,Unit8804,2013,Resolved,Income,Refund Enquiry,31/05/2019 15:21
Case476,Unit6252,2008,Resolved,Query,,31/05/2019 16:07
Case477,Unit1087,2010,Resolved,Income,Account Enquiry,31/05/2019 16:19
Case478,Unit9232,1890,Resolved,Query,,31/05/2019 16:56
Case479,Unit9240,1995,Resolved,Income,Payment Enquiry,31/05/2019 17:35
Case480,Unit587,1953,Resolved,Query,,31/05/2019 17:49
Case481,Unit3508,1993,Resolved,Query,,03/06/2019 07:07
Case482,Unit6495,1940,Resolved,Complaints,,03/06/2019 07:39
Case483,Unit1634,1890,Resolved,Service Charges,Calculation/Apportionment Query,03/06/2019 08:12
Case484,Unit8588,1910,Resolved,Query,,03/06/2019 08:19
Case485,Unit7362,1869,Resolved,Income,Account Enquiry,03/06/2019 08:24
Case486,Unit6005,1958,Resolved,Query,,03/06/2019 08:33
Case487,Unit1773,2013,Resolved,MP/Councillor Enquiry,Housing Management,03/06/2019 08:48
Case488,Unit4488,1899,Resolved,Death of Tenant,,03/06/2019 09:08
Case489,Unit3216,2013,Resolved,MP/Councillor Enquiry,Housing Management,03/06/2019 09:13
Case490,Unit5772,1998,Resolved,Query,,03/06/2019 09:17
Case491,Unit6126,1880,Resolved,Query,,03/06/2019 09:19
Case492,Unit6782,1990,Resolved,Query,,03/06/2019 09:19
Case493,Unit4246,1910,Resolved,Death of Tenant,,03/06/2019 09:20
Case494,Unit1563,2009,Resolved,Query,,03/06/2019 09:31
Case495,Unit1713,1910,Resolved,Query,,03/06/2019 10:15
Case496,Unit4656,1970,Resolved,Income,Account Enquiry,03/06/2019 10:22
Case497,Unit4863,2018,Resolved,Service Charges,Calculation/Apportionment Query,03/06/2019 10:36
Case498,Unit1194,1991,Resolved,Query,,03/06/2019 10:43
Case499,Unit8521,2012,Resolved,Query,,03/06/2019 11:04
Case500,Unit6666,1993,Resolved,Direct Maintenance,Further Information Required,03/06/2019 11:09
Case501,Unit450,1994,Resolved,Complaints,,03/06/2019 11:20
Case502,Unit8996,1998,Resolved,Income,Account Enquiry,03/06/2019 11:21
Case503,Unit2114,2007,Resolved,Income,Account Enquiry,03/06/2019 11:41
Case504,Unit392,1910,Resolved,Query,,03/06/2019 11:42
Case505,Unit2633,2011,Resolved,Complaints,,03/06/2019 11:49
Case506,Unit9552,1910,Resolved,Query,,03/06/2019 11:50
Case507,Unit6638,1947,Resolved,Home Ownership,Home Improvement,03/06/2019 12:05
Case508,Unit1489,2002,Resolved,ASB,,03/06/2019 12:23
Case509,Unit7542,2011,Resolved,Service Charges,Invoice/Breakdown Request,03/06/2019 12:24
Case510,Unit5597,1890,Resolved,Query,,03/06/2019 12:34
Case511,Unit1389,1996,Resolved,Query,,03/06/2019 12:42
Case512,Unit3669,1900,Resolved,Query,,03/06/2019 12:46
Case513,Unit8726,2007,Resolved,Service Charges,Calculation/Apportionment Query,03/06/2019 12:51
Case514,Unit7840,1870,Resolved,Complaints,,03/06/2019 12:57
Case515,Unit5920,1870,Resolved,Query,,03/06/2019 12:59
Case516,Unit1984,2002,Resolved,Tenancy Change,,03/06/2019 13:10
Case517,Unit9805,2008,Resolved,Home Ownership,Staircasing,03/06/2019 13:15
Case518,Unit4440,2005,Resolved,Service Charges,Calculation/Apportionment Query,03/06/2019 13:15
Case519,Unit7527,1965,Active,Income,Account Enquiry,03/06/2019 13:38
Case520,Unit7765,1900,Active,Rehousing,Temporary,03/06/2019 13:50
Case521,Unit6928,2012,Resolved,Query,,03/06/2019 13:51
Case522,Unit9572,1992,Resolved,Home Ownership,Home Improvement,03/06/2019 14:02
Case523,Unit655,2013,Resolved,Query,,03/06/2019 14:02
Case524,Unit2177,2013,Resolved,Income,Direct Debit Enquiry,03/06/2019 14:15
Case525,Unit3537,1966,Resolved,MP/Councillor Enquiry,Housing Management,03/06/2019 14:15
Case526,Unit3881,,Resolved,Complaints,,03/06/2019 14:38
Case527,Unit3400,2009,Resolved,Query,,03/06/2019 14:43
Case528,Unit1176,2004,Resolved,Income,Payment Enquiry,03/06/2019 14:50
Case529,Unit6608,2008,Resolved,Query,,03/06/2019 15:08
Case530,Unit3400,2009,Resolved,Query,,03/06/2019 15:17
Case531,Unit5592,2013,Resolved,Query,,03/06/2019 15:18
Case532,Unit3400,2009,Resolved,Query,,03/06/2019 15:32
Case533,Unit3149,2017,Resolved,Query,,03/06/2019 15:47
Case534,Unit9172,1960,Resolved,Complaints,,03/06/2019 16:13
Case535,Unit4132,1995,Resolved,Income,Account Enquiry,03/06/2019 16:50
Case536,Unit2143,,Resolved,Income,Account Enquiry,03/06/2019 17:17
Case537,Unit374,1989,Resolved,No Access,Gas,04/06/2019 06:00
Case538,Unit972,1910,Resolved,No Access,Gas,04/06/2019 06:00
Case539,Unit8099,1994,Resolved,No Access,Gas,04/06/2019 06:00
Case540,Unit5345,1996,Resolved,No Access,Gas,04/06/2019 06:00
Case541,Unit9703,1929,Resolved,No Access,Gas,04/06/2019 06:00
Case542,Unit2020,,Resolved,No Access,Gas,04/06/2019 06:01
Case543,Unit2239,1994,Resolved,No Access,Gas,04/06/2019 06:01
Case544,Unit6692,1995,Resolved,No Access,Gas,04/06/2019 06:01
Case545,Unit8135,2006,Resolved,No Access,Gas,04/06/2019 06:01
Case546,Unit2199,2014,Resolved,No Access,Gas,04/06/2019 06:01
Case547,Unit3167,2004,Resolved,No Access,Gas,04/06/2019 06:01
Case548,Unit8411,2013,Resolved,No Access,Gas,04/06/2019 06:01
Case549,Unit7928,1998,Resolved,No Access,Gas,04/06/2019 06:01
Case550,Unit3487,2004,Resolved,Query,,04/06/2019 07:40
Case551,Unit118,2013,Resolved,Query,,04/06/2019 08:11
Case552,Unit1628,1965,Resolved,Income,Account Enquiry,04/06/2019 08:31
Case553,Unit460,2006,Resolved,Query,,04/06/2019 08:43
Case554,Unit8013,1997,Resolved,Complaints,,04/06/2019 08:44
Case555,Unit6645,2007,Resolved,Complaints,,04/06/2019 08:45
Case556,Unit3535,1973,Resolved,Query,,04/06/2019 08:48
Case557,Unit460,2006,Resolved,Query,,04/06/2019 08:49
Case558,Unit5803,1999,Resolved,Income,Account Enquiry,04/06/2019 08:59
Case559,Unit632,1981,Resolved,Complaints,,04/06/2019 09:04
Case560,Unit7789,2008,Resolved,Income,Direct Debit Enquiry,04/06/2019 09:05
Case561,Unit8185,1967,Resolved,Complaints,,04/06/2019 09:08
Case562,Unit9066,1960,Resolved,Income,Account Enquiry,04/06/2019 09:14
Case563,Unit1115,2016,Resolved,Complaints,,04/06/2019 09:23
Case564,Unit8455,1850,Resolved,Complaints,,04/06/2019 09:30
Case565,Unit6974,1900,Resolved,ASB,,04/06/2019 09:30
Case566,Unit3135,2017,Resolved,Direct Maintenance,Follow on,04/06/2019 09:36
Case567,Unit4656,1970,Resolved,Query,,04/06/2019 09:45
Case568,Unit4847,1982,Resolved,Query,,04/06/2019 09:46
Case569,Unit123,1890,Resolved,Query,,04/06/2019 09:54
Case570,Unit47,1992,Resolved,Query,,04/06/2019 09:56
Case571,Unit8455,1850,Resolved,Complaints,,04/06/2019 10:00
Case572,Unit3312,1987,Resolved,Complaints,,04/06/2019 10:01
Case573,Unit2633,2011,Resolved,Query,,04/06/2019 10:06
Case574,Unit7014,1880,Resolved,Query,,04/06/2019 10:13
Case575,Unit6607,2002,Resolved,Query,,04/06/2019 10:18
Case576,Unit6066,1965,Resolved,Query,,04/06/2019 10:36
Case577,Unit5259,1890,Resolved,No Access,Gas,04/06/2019 10:41
Case578,Unit8505,1997,Resolved,Income,Account Enquiry,04/06/2019 10:43
Case579,Unit6985,2011,Resolved,Query,,04/06/2019 10:56
Case580,Unit9669,1993,Resolved,Income,Tenancy Enquiry,04/06/2019 11:08
Case581,Unit3570,2003,Resolved,Query,,04/06/2019 11:20
Case582,Unit8077,1882,Resolved,Query,,04/06/2019 11:49
Case583,Unit3009,2000,Resolved,Query,,04/06/2019 12:07
Case584,Unit4847,1982,Resolved,Query,,04/06/2019 12:16
Case585,Unit3854,1890,Resolved,Complaints,,04/06/2019 12:28
Case586,Unit3527,1969,Resolved,Tenancy Change,,04/06/2019 12:51
Case587,Unit5911,1955,Resolved,Direct Maintenance,Further Information Required,04/06/2019 13:00
Case588,Unit8155,1974,Resolved,Query,,04/06/2019 13:09
Case589,Unit5268,2014,Resolved,Query,,04/06/2019 13:35
Case590,Unit8171,1995,Resolved,Query,,04/06/2019 13:37
Case591,Unit6151,2008,Resolved,Complaints,,04/06/2019 13:44
Case592,Unit4984,1996,Resolved,Query,,04/06/2019 13:51
Case593,Unit2644,1993,Resolved,Query,,04/06/2019 13:53
Case594,Unit3167,2004,Resolved,Query,,04/06/2019 14:09
Case595,Unit5212,1869,Resolved,Query,,04/06/2019 14:25
Case596,Unit6649,2012,Resolved,Income,Account Enquiry,04/06/2019 14:27
Case597,Unit9422,1960,Resolved,Income,Refund Enquiry,04/06/2019 14:38
Case598,Unit662,1890,Resolved,Query,,04/06/2019 14:45
Case599,Unit4965,2014,Resolved,Income,Refund Enquiry,04/06/2019 15:08
Case600,Unit4898,2005,Resolved,Income,Refund Enquiry,04/06/2019 15:09
Case601,Unit449,2014,Resolved,Query,,04/06/2019 15:21
Case602,Unit2204,2005,Resolved,Income,Refund Enquiry,04/06/2019 15:23
Case603,Unit9126,1960,Resolved,Income,Refund Enquiry,04/06/2019 15:26
Case604,Unit265,1960,Resolved,Income,Refund Enquiry,04/06/2019 15:39
Case605,Unit8886,2008,Resolved,Query,,04/06/2019 15:41
Case606,Unit1878,1994,Resolved,Income,Refund Enquiry,04/06/2019 15:48
Case607,Unit5840,1994,Resolved,Query,,04/06/2019 15:51
Case608,Unit6495,1940,Resolved,Query,,04/06/2019 16:52
Case609,Unit723,1940,Resolved,Query,,04/06/2019 17:16
Case610,Unit8361,1980,Resolved,No Access,Gas,05/06/2019 06:00
Case611,Unit4233,1972,Resolved,No Access,Gas,05/06/2019 06:00
Case612,Unit3529,1924,Resolved,No Access,Gas,05/06/2019 06:00
Case613,Unit3934,1880,Resolved,No Access,Gas,05/06/2019 06:00
Case614,Unit3493,1996,Resolved,No Access,Gas,05/06/2019 06:00
Case615,Unit361,2008,Resolved,No Access,Gas,05/06/2019 06:00
Case616,Unit9404,2003,Resolved,No Access,Gas,05/06/2019 06:00
Case617,Unit573,1950,Resolved,No Access,Gas,05/06/2019 06:00
Case618,Unit7845,2003,Resolved,Income,Refund Enquiry,05/06/2019 08:31
Case619,Unit6531,2018,Resolved,Service Charges,Calculation/Apportionment Query,05/06/2019 08:32
Case620,Unit9162,1960,Resolved,Income,Refund Enquiry,05/06/2019 08:37
Case621,Unit6702,1935,Resolved,Income,Refund Enquiry,05/06/2019 09:13
Case622,Unit4327,1947,Resolved,Income,Refund Enquiry,05/06/2019 09:40
Case623,Unit2997,2002,Resolved,Income,Refund Enquiry,05/06/2019 09:43
Case624,Unit3105,2013,Resolved,Service Charges,Calculation/Apportionment Query,05/06/2019 09:46
Case625,Unit7603,2004,Resolved,Income,Refund Enquiry,05/06/2019 09:51
Case626,Unit1828,,Resolved,Service Charges,Calculation/Apportionment Query,05/06/2019 10:25
Case627,Unit2844,2003,Resolved,Home Ownership,Staircasing,05/06/2019 11:06
Case628,Unit4118,1899,Resolved,Service Charges,Calculation/Apportionment Query,05/06/2019 13:09
Case629,Unit2726,1997,Resolved,Income,Refund Enquiry,05/06/2019 13:13
Case630,Unit1011,1900,Resolved,MP/Councillor Enquiry,Housing Management,05/06/2019 14:00
Case631,Unit9122,2007,Resolved,Income,Refund Enquiry,05/06/2019 14:01
Case632,Unit3647,1890,Resolved,No Access,Gas,05/06/2019 14:06
Case633,Unit1046,1972,Resolved,Income,Refund Enquiry,05/06/2019 14:10
Case634,Unit2151,2012,Resolved,Disrepair,Legal Disrepair,05/06/2019 14:15
Case635,Unit2171,2010,Resolved,Income,Refund Enquiry,05/06/2019 14:32
Case636,Unit9600,2018,Resolved,Query,,05/06/2019 15:02
Case637,Unit705,2003,Resolved,MP/Councillor Enquiry,Building Services,05/06/2019 15:15
Case638,Unit5450,2012,Resolved,Income,Refund Enquiry,05/06/2019 15:22
Case639,Unit3870,1993,Resolved,Income,Refund Enquiry,05/06/2019 15:23
Case640,Unit1288,1899,Resolved,Query,,05/06/2019 15:33
Case641,Unit2446,2016,Resolved,Income,Refund Enquiry,05/06/2019 15:42
Case642,Unit3081,1850,Resolved,Income,Refund Enquiry,05/06/2019 17:21
Case643,Unit5457,2016,Resolved,Income,Account Enquiry,05/06/2019 17:35
Case644,Unit2075,1955,Resolved,No Access,Gas,06/06/2019 06:00
Case645,Unit5794,1990,Resolved,No Access,Gas,06/06/2019 06:00
Case646,Unit2862,1890,Resolved,No Access,Gas,06/06/2019 06:00
Case647,Unit4232,1900,Resolved,No Access,Gas,06/06/2019 06:00
Case648,Unit2522,1977,Resolved,No Access,Gas,06/06/2019 06:00
Case649,Unit2860,1890,Resolved,No Access,Gas,06/06/2019 06:00
Case650,Unit2725,2004,Resolved,No Access,Gas,06/06/2019 06:00
Case651,Unit8442,1979,Resolved,Complaints,,06/06/2019 07:49
Case652,Unit3324,1994,Resolved,Query,,06/06/2019 07:53
Case653,Unit5634,1910,Resolved,Service Charges,Calculation/Apportionment Query,06/06/2019 08:19
Case654,Unit3604,1910,Resolved,Complaints,,06/06/2019 08:22
Case655,Unit9823,2005,Resolved,Income,Refund Enquiry,06/06/2019 08:23
Case656,Unit6555,1947,Resolved,Direct Maintenance,Supervisor Inspection,06/06/2019 08:35
Case657,Unit5570,1997,Resolved,Income,Refund Enquiry,06/06/2019 08:45
Case658,Unit3056,1938,Resolved,Income,Refund Enquiry,06/06/2019 08:58
Case659,Unit3474,1890,Resolved,Query,,06/06/2019 09:01
Case660,Unit2629,2013,Resolved,Home Ownership,Landlord Enquiry,06/06/2019 09:06
Case661,Unit3474,1890,Resolved,ASB,,06/06/2019 09:09
Case662,Unit4506,2011,Resolved,Income,Refund Enquiry,06/06/2019 09:11
Case663,Unit3158,1994,Resolved,Query,,06/06/2019 09:31
Case664,Unit3451,1993,Resolved,Query,,06/06/2019 09:34
Case665,Unit6312,1919,Resolved,Query,,06/06/2019 09:36
Case666,Unit5608,2010,Active,Death of Tenant,,06/06/2019 09:38
Case667,Unit1760,2015,Resolved,Query,,06/06/2019 09:39
Case668,Unit5477,1947,Resolved,Complaints,,06/06/2019 09:40
Case669,Unit3000,2009,Resolved,Home Ownership,Remortgaging/Shared Ownership,06/06/2019 09:49
Case670,Unit1835,1963,Resolved,Income,Refund Enquiry,06/06/2019 09:49
Case671,Unit7641,2017,Resolved,Service Charges,Calculation/Apportionment Query,06/06/2019 09:50
Case672,Unit7238,2018,Resolved,Abandonment,Surrender,06/06/2019 10:05
Case673,Unit14,2009,Resolved,Query,,06/06/2019 10:06
Case674,Unit5025,2013,Resolved,Complaints,,06/06/2019 10:11
Case675,Unit6187,2017,Resolved,Query,,06/06/2019 10:13
Case676,Unit9097,1976,Resolved,Complaints,,06/06/2019 10:14
Case677,Unit8389,,Resolved,Complaints,,06/06/2019 10:17
Case678,Unit7225,2004,Resolved,Complaints,,06/06/2019 10:19
Case679,Unit805,2012,Resolved,Query,,06/06/2019 10:21
Case680,Unit6391,1993,Resolved,Income,Refund Enquiry,06/06/2019 10:26
Case681,Unit1800,1924,Resolved,Abandonment,Surrender,06/06/2019 10:38
Case682,Unit8096,1958,Resolved,Query,,06/06/2019 10:41
Case683,Unit5196,1899,Resolved,Home Ownership,Landlord Enquiry,06/06/2019 10:42
Case684,Unit1800,1924,Resolved,Query,,06/06/2019 10:47
Case685,Unit8636,2016,Resolved,Income,Refund Enquiry,06/06/2019 10:51
Case686,Unit5889,2010,Resolved,Home Ownership,Landlord Enquiry,06/06/2019 10:51
Case687,Unit5203,2013,Active,Query,,06/06/2019 10:53
Case688,Unit5199,1992,Resolved,Query,,06/06/2019 10:58
Case689,Unit4977,1993,Resolved,ASB,,06/06/2019 11:00
Case690,Unit4923,2011,Resolved,Tenancy Visits,,06/06/2019 11:04
Case691,Unit7332,1998,Resolved,Income,Refund Enquiry,06/06/2019 11:10
Case692,Unit391,1968,Resolved,Query,,06/06/2019 11:43
Case693,Unit5550,2007,Resolved,Query,,06/06/2019 11:47
Case694,Unit2252,1993,Resolved,Complaints,,06/06/2019 11:49
Case695,Unit5678,1996,Resolved,Complaints,,06/06/2019 11:54
Case696,Unit5550,2007,Resolved,ASB,,06/06/2019 11:55
Case697,Unit3280,1890,Resolved,Query,,06/06/2019 13:17
Case698,Unit8702,1962,Resolved,Query,,06/06/2019 13:26
Case699,Unit5610,2007,Resolved,Income,Refund Enquiry,06/06/2019 13:42
Case700,Unit6833,1988,Resolved,Query,,06/06/2019 13:45
Case701,Unit2745,1977,Resolved,Income,Direct Debit Enquiry,06/06/2019 14:05
Case702,Unit7639,1991,Resolved,Query,,06/06/2019 14:28
Case703,Unit5335,2010,Resolved,Query,,06/06/2019 14:36
Case704,Unit827,1935,Resolved,Complaints,,06/06/2019 14:39
